"","error_flag","person_id","day_id","tripnum","tripid","depart_time_timestamp","arrival_time_timestamp","mode_1","distance_miles","travel_time","speed_mph","origin_lat","origin_lng","dest_lat","dest_lng","origin_purpose","dest_purpose","arrive_date","trace_quality_flag","day_is_complete_a","user_added","user_merged","user_split"
"1",NA,2310151701,231015170101,1,"2310151701001",2023-04-08 06:33:00,2023-04-08 07:05:00,4,23.677349,64,48.7655688150427,47.3674,-122.1863,47.6656,-122.3168,97,10,2023-04-08,0,1,0,995,995
"2",NA,2310151701,231015170101,2,"2310151701002",2023-04-08 09:47:00,2023-04-08 10:01:00,97,1.057574,26,4.5937242284858,47.6655,-122.3168,47.666,-122.2998,10,11,2023-04-08,0,1,0,995,995
"3",NA,2310151701,231015170101,3,"2310151701003",2023-04-08 10:05:00,2023-04-08 10:14:00,97,1.092371,19,10.4278464299589,47.666,-122.2998,47.6652,-122.3163,11,10,2023-04-08,0,1,0,995,995
"4",NA,2310151701,231015170101,4,"2310151701004",2023-04-08 11:42:00,2023-04-08 11:48:00,97,0.926464,12,10.2657038286522,47.6654,-122.3166,47.6684,-122.3007,10,11,2023-04-08,0,1,0,1,995
"5",NA,2310151701,231015170101,5,"2310151701005",2023-04-08 11:48:00,2023-04-08 12:02:00,97,0.977417,28,4.4893860066402,47.6684,-122.3007,47.6652,-122.3165,11,10,2023-04-08,0,1,0,1,995
"6",NA,2310151701,231015170101,6,"2310151701006",2023-04-08 12:32:00,2023-04-08 12:38:00,97,1.835531,11,15.4021542691623,47.6654,-122.3166,47.6447,-122.3234,10,11,2023-04-08,0,1,0,1,995
"7",NA,2310151701,231015170101,7,"2310151701007",2023-04-08 12:38:00,2023-04-08 12:48:00,97,1.754131,19,9.16309499410305,47.6447,-122.3234,47.6652,-122.3164,11,10,2023-04-08,0,1,0,1,995
"8",NA,2310151701,231015170101,8,"2310151701008",2023-04-08 15:49:00,2023-04-08 15:55:00,97,0.043496,11,6.90314479272092,47.665,-122.3166,47.6654,-122.3162,10,11,2023-04-08,0,1,0,995,995
"9",NA,2310151701,231015170101,9,"2310151701009",2023-04-08 16:58:00,2023-04-08 17:00:00,97,1.186198,3,36.9554215186724,47.6654,-122.3166,47.6621,-122.3338,11,11,2023-04-08,0,1,0,1,995
"10",NA,2310151701,231015170101,10,"2310151701010",2023-04-08 17:00:00,2023-04-08 17:36:00,97,1.03334,73,1.91299965081801,47.6621,-122.3338,47.6653,-122.3164,11,10,2023-04-08,0,1,0,1,995
"11",NA,2310151701,231015170101,11,"2310151701011",2023-04-08 20:27:00,2023-04-08 20:38:00,97,0.80654,21,8.01088521506075,47.6652,-122.3165,47.6568,-122.3176,10,11,2023-04-08,0,1,0,995,995
"12","ends day, not home",2310151701,231015170101,12,"2310151701012",2023-04-08 20:38:00,2023-04-08 20:40:00,97,0.622614,5,14.2624993243368,47.6568,-122.3176,47.6653,-122.3164,11,10,2023-04-08,0,1,0,995,995
"13",NA,2309611301,230961130101,1,"2309611301003",2023-04-23 09:54:00,2023-04-23 10:01:00,1,0.291423,13,2.38924108921309,47.62,-122.3586,47.6238,-122.358,1,30,2023-04-23,1,0,0,995,995
"14",NA,2309611301,230961130101,2,"2309611301004",2023-04-23 10:11:00,2023-04-23 12:30:00,1,1.06006,14,0.457579987792802,47.6237,-122.358,47.6167,-122.3484,30,60,2023-04-23,1,0,0,995,995
"15","""change mode"" purpose",2309611301,230961130101,4,"2309611301005",2023-04-23 12:30:00,2023-04-23 13:18:00,23,3.649314,7,4.5616425,47.6199,-122.3586,47.608,-122.3363,60,60,2023-04-23,0,0,0,995,995
"16","""change mode"" purpose",2309611301,230961130101,5,"2309611301006",2023-04-23 12:34:00,2023-04-23 12:38:00,23,0.676052,8,9.71777940768482,47.6167,-122.3484,47.61,-122.338,60,60,2023-04-23,0,0,0,995,995
"17","""change mode"" purpose",2309611301,230961130101,7,"2309611301007",2023-04-23 13:18:00,2023-04-23 13:18:00,1,1.53603,0,19.482598167438,47.6097,-122.3377,47.608,-122.3363,32,60,2023-04-23,0,0,0,1,1
"18","""change mode"" purpose",2309611301,230961130101,8,"2309611301008",2023-04-23 13:18:00,2023-04-23 13:41:00,23,1.606866,38,4.19182799289391,47.608,-122.3363,47.5961,-122.3118,60,60,2023-04-23,0,0,0,1,1
"19","""change mode"" purpose",2309611301,230961130101,9,"2309611301009",2023-04-23 13:38:00,2023-04-23 13:41:00,995,0.182062,6,3.15406342041699,47.5983,-122.3137,47.5961,-122.3118,60,60,2023-04-23,0,0,0,1,1
"20",NA,2309611301,230961130101,10,"2309611301010",2023-04-23 13:41:00,2023-04-23 13:45:00,1,0.219965,8,2.32439701967724,47.5961,-122.3118,47.5968,-122.3151,60,32,2023-04-23,0,0,0,1,1
"21","""change mode"" purpose",2309611301,230961130101,11,"2309611301011",2023-04-23 14:55:00,2023-04-23 15:09:00,1,0.246684,27,1.58983501189669,47.5967,-122.3156,47.5962,-122.3116,32,60,2023-04-23,0,0,0,1,1
"22","""change mode"" purpose",2309611301,230961130101,12,"2309611301012",2023-04-23 15:09:00,2023-04-24 08:57:00,23,6.531233,16,0.366923202247191,47.5962,-122.3116,47.6067,-122.335,60,60,2023-04-23,0,0,0,1,1
"23","""change mode"" purpose",2309611301,230961130101,13,"2309611301013",2023-04-23 15:17:00,2023-04-23 15:28:00,23,1.175013,20,6.52840396695253,47.599,-122.3226,47.6097,-122.3377,60,60,2023-04-23,0,0,0,1,1
"24","time overlap",2309611301,230961130101,14,"2309611301014",2023-04-23 15:41:00,2023-04-23 16:08:00,1,2.985689,54,2.64829318540201,47.6098,-122.3378,47.6199,-122.3587,60,1,2023-04-23,0,0,0,995,995
"25","missing next trip link",2309611301,230961130101,3,"2309611301060",2023-04-23 12:30:00,2023-04-23 12:30:00,995,0.76118,0,NA,47.6199,-122.3586,47.6167,-122.3484,60,60,2023-04-23,0,0,0,995,995
"26","missing prior trip link",2309611301,230961130101,6,"2309611301063",2023-04-23 12:38:00,2023-04-23 12:38:00,995,0.676052,0,NA,47.6167,-122.3484,47.61,-122.338,60,32,2023-04-23,0,0,0,995,995
"27","dest disagrees w/ Bing",2300013702,230001370204,22,"2300013702019",2023-04-28 17:16:00,2023-04-28 17:42:00,1,1.157615,50,2.33824663042422,47.5999,-122.3116,47.6128,-122.3176,150,50,2023-04-28,1,0,0,995,995
"28","time overlap",2300013702,230001370204,23,"2300013702020",2023-04-28 19:54:00,2023-04-28 21:09:00,1,0.874891,0,0.6999128,47.6128,-122.3176,47.6099,-122.3211,50,60,2023-04-28,0,0,0,995,995
"29","mode_1 missing",2300013702,230001370204,24,"2300013702021",2023-04-28 21:06:00,2023-04-28 21:09:00,995,0.423154,4,8.95182197050255,47.614,-122.3257,47.6099,-122.3211,60,60,2023-04-28,1,0,0,995,995
"30","""change mode"" purpose",2300013702,230001370204,25,"2300013702022",2023-04-28 21:09:00,2023-04-28 21:20:00,1,0.843201,22,4.45168529537928,47.6099,-122.3211,47.6013,-122.314,60,60,2023-04-28,1,0,0,995,995
"31","dest disagrees w/ Bing",2300013702,230001370204,26,"2300013702042",2023-04-28 21:20:00,2023-04-28 21:20:00,995,0.909687,0,NA,47.6099,-122.3211,47.6013,-122.314,60,50,2023-04-28,1,0,0,995,995
"32","missing prior trip link",2317518903,231751890307,10,"2317518903010",2023-06-07 10:16:00,2023-06-07 10:27:00,3,2.576205,23,10.2855304460403,47.8173,-122.2466,47.812,-122.2794,45,46,2023-06-07,0,0,0,995,1
"33",NA,2317518903,231751890307,11,"2317518903011",2023-06-07 17:08:00,2023-06-07 17:20:00,3,2.42459,23,8.8500853381077,47.8134,-122.2785,47.8167,-122.2468,46,1,2023-06-07,0,0,0,1,1
"34","ends day, not home",2317518903,231751890307,12,"2317518903012",2023-06-07 17:20:00,2023-06-07 18:12:00,3,8.425172,104,7.68841409201455,47.8167,-122.2468,47.7422,-122.306,1,51,2023-06-07,1,0,0,1,995
"35",NA,2319879101,231987910103,13,"2319879101013",2023-06-03 10:02:00,2023-06-03 10:30:00,4,11.219478,57,24.2540731662683,47.4921,-122.2274,47.3713,-122.1495,1,150,2023-06-03,1,0,0,995,995
"36",NA,2319879101,231987910103,14,"2319879101014",2023-06-03 11:14:00,2023-06-03 12:09:00,4,20.400238,108,23.6493177591949,47.3713,-122.1493,47.5972,-122.3278,150,53,2023-06-03,1,0,0,995,1
"37","too slow",2319879101,231987910103,15,"2319879101015",2023-06-03 12:09:00,2023-06-03 19:19:00,4,20.318838,860,3.07394643639031,47.5972,-122.3278,47.3724,-122.1571,53,150,2023-06-03,1,0,0,995,1
"38",NA,2319879101,231987910103,16,"2319879101016",2023-06-03 19:19:00,2023-06-03 19:50:00,16,10.988328,63,17.4651415087343,47.3724,-122.1571,47.4921,-122.2274,150,1,2023-06-03,1,0,0,995,1
"39","PUDO, no +/- travelers",2321373501,232137350105,16,"2321373501015",2023-06-03 16:24:00,2023-06-03 16:31:00,22,2.969533,13,27.8941935509422,47.3137,-122.6241,47.3318,-122.583,150,45,2023-06-03,0,1,0,995,995
"40",NA,2321373501,232137350105,17,"2321373501016",2023-06-03 16:31:00,2023-06-03 16:39:00,22,2.960212,17,23.4080117379741,47.3318,-122.583,47.3135,-122.6243,45,150,2023-06-03,0,1,0,995,995
"41",NA,2321373501,232137350105,18,"2321373501017",2023-06-03 20:03:00,2023-06-03 20:24:00,34,11.70042,42,33.2505031167239,47.3137,-122.6241,47.2637,-122.4467,150,1,2023-06-03,0,1,0,995,995
"42",NA,2312205902,231220590203,5,"2312205902005",2023-05-01 18:09:00,2023-05-01 18:16:00,1,0.269675,13,4.27293022708396,47.3515,-122.01,47.3522,-122.0048,1,51,2023-05-01,0,0,0,995,995
"43","excessive speed",2312205902,231220590203,6,"2312205902006",2023-05-01 18:53:00,2023-05-01 18:53:00,1,0.185169,0,140.038363495423,47.3522,-122.0048,47.3516,-122.008,51,1,2023-05-01,0,0,0,995,995
"44","PUDO, no +/- travelers",2300768503,230076850301,1,"2300768503001",2023-04-18 13:00:00,2023-04-18 14:00:00,4,5.244994,120,4.21036641936553,47.2418,-122.3686,47.288,-122.3102,995,45,2023-04-18,0,1,1,995,995
"45","PUDO, no +/- travelers",2300768503,230076850301,2,"2300768503002",2023-04-18 14:25:00,2023-04-18 15:01:00,4,0.22183,72,0.130614149468631,47.288,-122.3102,47.2869,-122.3098,45,45,2023-04-18,0,1,1,995,995
"46",NA,2300768503,230076850301,3,"2300768503003",2023-04-18 16:02:00,2023-04-18 16:30:00,4,5.239402,56,8.92574442452368,47.2869,-122.3098,47.2418,-122.3686,45,1,2023-04-18,0,1,1,995,995
"47","PUDO, no +/- travelers",2308246604,230824660404,7,"2308246604007",2023-04-21 08:52:00,2023-04-21 09:05:00,5,5.213926,24,27.0653703196362,47.4375,-122.2801,47.3879,-122.3131,1,46,2023-04-21,0,0,0,995,1
"48",NA,2308246604,230824660404,8,"2308246604008",2023-04-21 14:30:00,2023-04-21 14:44:00,5,5.287247,28,21.2895776837876,47.3871,-122.314,47.438,-122.2799,46,1,2023-04-21,0,0,0,995,995
"49",NA,2306921201,230692120107,34,"2306921201034",2023-04-10 09:32:00,2023-04-10 09:52:00,3,9.547368,39,32.1795550692681,47.3171,-122.2289,47.4481,-122.2191,1,97,2023-04-10,0,1,0,995,995
"50",NA,2306921201,230692120107,35,"2306921201035",2023-04-10 11:33:00,2023-04-10 11:57:00,3,13.947919,48,38.741678929058,47.4481,-122.219,47.2867,-122.3129,97,31,2023-04-10,0,1,0,995,995
"51","excessive speed",2306921201,230692120107,36,"2306921201036",2023-04-10 12:16:00,2023-04-10 12:16:00,1,0.134838,0,118.126072308144,47.2865,-122.3126,47.2872,-122.31,31,30,2023-04-10,0,1,0,995,995
"52","excessive speed",2306921201,230692120107,37,"2306921201037",2023-04-10 12:49:00,2023-04-10 12:49:00,1,0.282103,0,410.459301294067,47.2876,-122.3097,47.2869,-122.3119,30,30,2023-04-10,0,1,0,995,995
"53",NA,2306921201,230692120107,38,"2306921201038",2023-04-10 12:58:00,2023-04-10 13:08:00,3,5.546981,21,31.4323302457908,47.2868,-122.3119,47.3181,-122.2302,30,1,2023-04-10,0,1,0,995,995
"54",NA,2306921201,230692120107,39,"2306921201039",2023-04-10 15:10:00,2023-04-10 15:14:00,1,0.284588,7,3.29540489394377,47.3171,-122.2289,47.315,-122.2262,1,30,2023-04-10,0,1,0,995,995
"55","excessive speed",2306921201,230692120107,40,"2306921201040",2023-04-10 15:35:00,2023-04-10 15:35:00,1,0.173363,0,335.630237114535,47.3153,-122.2259,47.3161,-122.2275,30,30,2023-04-10,0,1,0,995,995
